id,変換前(商品名/誤字),変換後(成分名)
11341,強力ポステリザン（軟膏）,大腸菌死菌・ヒドロコルチゾン
11342,ヘモポリゾン軟膏,大腸菌死菌・ヒドロコルチゾン
11343,ロートエキス・タンニン坐剤,ロートエキス・タンニン
11344,ボラザＧ坐剤,トリベノシド・リドカイン
11345,ボラザＧ軟膏,トリベノシド・リドカイン
11346,ネイサート坐剤,ジフルコルトロン吉草酸エステル・リドカイン
11347,ネリザ坐剤,ジフルコルトロン吉草酸エステル・リドカイン
11348,ネリザ軟膏,ジフルコルトロン吉草酸エステル・リドカイン
11349,ネオキシテープ７３．５ｍｇ,オキシブチニン塩酸塩
11350,ジムソ膀胱内注入液５０％,ジメチルスルホキシド
11351,次亜塩６％「ヨシダ」,次亜塩素酸ナトリウム
11352,テキサント消毒液６％,次亜塩素酸ナトリウム
11353,ハイポライト消毒液１０％,次亜塩素酸ナトリウム
11354,ヤクラックスＤ液１％,次亜塩素酸ナトリウム
11355,希ヨードチンキ,希ヨードチンキ
11356,希ヨードチンキ「ケンエー」,希ヨードチンキ
11357,希ヨードチンキ（小堺）,希ヨードチンキ
11358,希ヨードチンキ「司生堂」,希ヨードチンキ
11359,希ヨードチンキ「タイセイ」,希ヨードチンキ
11360,希ヨードチンキ「東海」,希ヨードチンキ
11361,希ヨードチンキ（山善）,希ヨードチンキ
11362,希ヨードチンキ「ニッコー」,希ヨードチンキ
11363,希ヨードチンキ「東豊」,希ヨードチンキ
11364,産婦人科用イソジンクリーム５％,ポビドンヨード
11365,ポピヨドンスクラブ７．５％,ポビドンヨード
11366,イソジンスクラブ液７．５％,ポビドンヨード
11367,ポビドンヨードスクラブ液７．５％「明治」,ポビドンヨード
11368,ポビドンヨードスクラブ液７．５％「ケンエー」,ポビドンヨード
11369,イソジンゲル１０％,ポビドンヨード
11370,ポピヨドンゲル１０％,ポビドンヨード
11371,ポビドンヨードゲル１０％「イワキ」,ポビドンヨード
11372,ポビドンヨードゲル１０％「ＶＴＲＳ」,ポビドンヨード
11373,ポビドンヨードゲル１０％「ケンエー」,ポビドンヨード
11374,ポビドンヨード液１０％「メタル」,ポビドンヨード
11375,イソジン液１０％,ポビドンヨード
11376,ポピヨドン液１０％,ポビドンヨード
11377,ポビドンヨード外用液１０％「東海」,ポビドンヨード
11378,ポピラール消毒液１０％,ポビドンヨード
11379,ポビドンヨード外用液１０％「オオサキ」,ポビドンヨード
11380,ポビドンヨード消毒用液１０％「ＮＰ」,ポビドンヨード
11381,ポビドンヨード外用液１０％「日新」,ポビドンヨード
11382,ポビドンヨード外用液１０％「明治」,ポビドンヨード
11383,ポビドンヨード消毒液１０％「ケンエー」,ポビドンヨード
11384,ポビドンヨード外用液１０％「イワキ」,ポビドンヨード
11385,ポビドンヨード消毒液１０％「カネイチ」,ポビドンヨード
11386,ポビドンヨード消毒液１０％「シオエ」,ポビドンヨード
11387,ポビドンヨード外用液１０％「ＶＴＲＳ」,ポビドンヨード
11388,イソジンフィールド液１０％,ポビドンヨード
11389,ポピヨドンフィールド１０％,ポビドンヨード
11390,ポビドンヨードフィールド外用液１０％「明治」,ポビドンヨード
11391,ポビドンヨード液１０％消毒用アプリケータ「オーツカ」１０ｍＬ,ポビドンヨード
11392,ポビドンヨード液１０％消毒用アプリケータ「オーツカ」２５ｍＬ,ポビドンヨード
11393,ヨウ素,ヨウ素
11394,ヨウ素「コザカイ・Ｍ」,ヨウ素
11395,ヨウ素（山善）,ヨウ素
11396,ヨードチンキ,ヨードチンキ
11397,ヨードチンキ「ケンエー」,ヨードチンキ
11398,ヨードチンキ（小堺）,ヨードチンキ
11399,ヨードチンキ「司生堂」,ヨードチンキ
11400,ヨードチンキ「タイセイ」,ヨードチンキ
11401,ヨードチンキ「東海」,ヨードチンキ
11402,ヨードチンキ（山善）,ヨードチンキ
11403,ヨードチンキ「ニッコー」,ヨードチンキ
11404,ヨードチンキ「東豊」,ヨードチンキ
11405,ヨードチンキ「日医工」,ヨードチンキ
11406,山善稀ヨーチン,希ヨードチンキ
11407,三丸ヨーチン,ヨードチンキ
11408,プレポダインスクラブ０．７５％,ヨウ素
11409,プレポダインソリューション１％,ヨウ素
11410,プレポダインフィールド１％,ヨウ素
11411,ヨードホルム,ヨードホルム
11412,オキシドール,オキシドール
11413,オキシドール　シオエ,オキシドール
11414,オキシドール「タイセイ」,オキシドール
11415,オキシドール「ホエイ」,オキシドール
11416,オキシドール恵美須,オキシドール
11417,オキシドール「ヨシダ」,オキシドール
11418,オキシドール消毒用液「マルイシ」,オキシドール
11419,過マンガン酸カリウム,過マンガン酸カリウム
11420,イソプロパノール,イソプロパノール
11421,イソプロパノール（兼一）,イソプロパノール
11422,イソプロパノール「ケンエー」,イソプロパノール
11423,イソプロパノール「コザカイ・Ｍ」,イソプロパノール
11424,イソプロパノール「タイセイ」,イソプロパノール
11425,イソプロパノール「東海」,イソプロパノール
11426,イソプロパノール「マルイシ」,イソプロパノール
11427,イソプロパノール（山善）,イソプロパノール
11428,イソプロパノール「ニッコー」,イソプロパノール
11429,イソプロパノール５０％液,イソプロパノール
11430,５０％イソプロ消アル「ヤマゼン」,イソプロパノール
11431,５０％イソプロピルアルコール（丸石）,イソプロパノール
11432,５０％消毒用イソプロパノール「東海」,イソプロパノール
11433,５０％消毒用イソプロパノール「ニッコー」,イソプロパノール
11434,５０Ｖ／Ｖ％消毒用イソプロ「コザカイ」,イソプロパノール
11435,消毒用イソプロパノール液５０％「ヤクハン」,イソプロパノール
11436,イソプロパノール消毒液５０％「タイセイ」,イソプロパノール
11437,イソプロパノール消毒液５０％「ヨシダ」,イソプロパノール
11438,イソプロパノール消毒液５０％「カネイチ」,イソプロパノール
11439,イソプロパノール消毒液５０％「メタル」,イソプロパノール
11440,イソプロパノール消毒液５０％「ニプロ」,イソプロパノール
11441,イソプロパノール消毒液５０％「ケンエー」,イソプロパノール
11442,イソプロパノール消毒液５０％「東豊」,イソプロパノール
11443,イソプロパノール消毒液５０％「シオエ」,イソプロパノール
11444,イソプロパノール消毒液５０％〈ハチ〉,イソプロパノール
11445,イソプロパノール７０％液,イソプロパノール
11446,７０％消毒用イソプロパノール「ニッコー」,イソプロパノール
11447,７０％イソプロ消アル「ヤマゼン」,イソプロパノール
11448,７０％イソプロピルアルコール（丸石）,イソプロパノール
11449,７０％イソプロパノール「東海」,イソプロパノール
11450,イソプロパノール消毒液７０％「タイセイ」,イソプロパノール
11451,イソプロパノール消毒液７０％「ヨシダ」,イソプロパノール
11452,イソプロパノール消毒液７０％「カネイチ」,イソプロパノール
11453,イソプロパノール消毒液７０％「メタル」,イソプロパノール
11454,イソプロパノール消毒液７０％「ニプロ」,イソプロパノール
11455,イソプロパノール消毒液７０％「ケンエー」,イソプロパノール
11456,イソプロパノール消毒液７０％「東豊」,イソプロパノール
11457,イソプロパノール消毒Ｂ液７０％「ケンエー」,イソプロパノール
11458,イソプロパノール消毒液７０％「シオエ」,イソプロパノール
11459,イソプロパノール消毒液７０％〈ハチ〉,イソプロパノール
11460,イソプロパノール消毒液７０％「ヤクハン」,イソプロパノール
11461,エタノール,エタノール
11462,エタノール（兼一）,エタノール
11463,エタノール（小堺）,エタノール
11464,エタノール　シオエ,エタノール
11465,エタノール「司生堂」,エタノール
11466,エタノール「タイセイ」,エタノール
11467,エタノール〈ハチ〉,エタノール
11468,エタノール「東海」,エタノール
11469,エタノール「マルイシ」,エタノール
11470,エタノール（山善）,エタノール
11471,エタノール「ヤクハン」,エタノール
11472,エタノール「イマヅ」,エタノール
11473,エタノール「タカスギ」,エタノール
11474,エタノール「ニッコー」,エタノール
11475,エタノール（ミツマル）,エタノール
11476,エタノール「ヨシダ」,エタノール
11477,エタノール「ケンエー」,エタノール
11478,エタノールワコー,エタノール
11479,エタノール「東豊」,エタノール
11480,消毒用エタノール,消毒用エタノール
11481,消毒用エタノール（兼一）,消毒用エタノール
11482,消毒用エタノール「コザカイ・Ｍ」,消毒用エタノール
11483,消毒用エタノール　シオエ,消毒用エタノール
11484,消毒用エタノール「タイセイ」,消毒用エタノール
11485,消毒用エタノール〈ハチ〉,消毒用エタノール
11486,消毒用エタノール「東海」,消毒用エタノール
11487,消毒用エタノール「メタル」,消毒用エタノール
11488,消毒用エタノール「マルイシ」,消毒用エタノール
11489,消毒用エタノール「ヤクハン」,消毒用エタノール
11490,消毒用エタノール「ヤマゼン」Ｍ,消毒用エタノール
11491,消毒用エタノール「タカスギ」,消毒用エタノール
11492,消毒用エタノール「ニッコー」,消毒用エタノール
11493,消毒用エタノール（ミツマル）,消毒用エタノール
11494,消毒用エタノール「ヨシダ」,消毒用エタノール
11495,消毒用エタノール「ケンエー」,消毒用エタノール
11496,サラヤ消毒用エタノール,消毒用エタノール
11497,消毒用エタノール「東豊」,消毒用エタノール
11498,消毒用エタノール「ＮＰ」,消毒用エタノール
11499,無水エタノール,無水エタノール
